SHOW_ID,TYPE,TITLE,DIRECTOR,CAST,COUNTRY,DATE_ADDED,RELEASE_YEAR,RATING,DURATION,LISTED_IN,DESCRIPTION,DATE_ADDED_FORMATTED,MONTH_YEAR
s6378,movie,bring it on: worldwide showdown,robert adetuyi,"cristine prosperi, jordan rodrigues, gia re, sophie vavasseur, sven ruygrok, stephan lee benson, natalie walsh, vivica a. fox",UNITED STATES,2017-08-29,2017,pg-13,95 min,Comedies,"When cheerleading champs the Rebels are challenged by an edgy new squad, they take on teams from all over the world in a virtual cheer battle.",29-08-2017,2017-08
s6379,tv show,bringing sexy back,antoine fuqua,samantha armstrong,UNITED STATES,2019-10-02,2015,tv-14,1 season,"International TV Shows, Reality TV","In this reality series, everyday individuals adopt healthier lifestyles and transform their bodies to reclaim their confidence – with dramatic results.",02-10-2019,2019-10
s6380,movie,brooklyn's finest,antoine fuqua,"richard gere, don cheadle, ethan hawke, wesley snipes, will patton, lili taylor, michael kenneth williams, brían f. o'byrne, shannon kane, ellen barkin, vincent d'onofrio, logan marshall-green",UNITED STATES,2018-10-01,2009,r,133 min,"Dramas, Thrillers","Three cops find themselves hurtling toward the same crime scene on one fatal night in this tense, edge-of your-seat thriller.",01-10-2018,2018-10
s6381,movie,brotherhood of blades ii: the infernal battlefield,lu yang,"chang chen, yang mi, zhang yi, lei jiayin, xin zhilei, shih chieh king",CHINA,2018-11-28,2017,tv-ma,120 min,"Action & Adventure, International Movies","While tracking down a seditious painter, an imperial guard is accused of a royal assassination attempt and framed in a complicated conspiracy.",28-11-2018,2018-11
s6382,tv show,brown nation,vivieno caldinelli,"rajeev varma, shenaz treasury, kapil bawa, remy munasifi, omi vaidya, melanie chandra, sana serrai, jonathan horvath, akaash singh",UNITED STATES,2016-11-15,2016,tv-14,1 season,TV Comedies,An Indian American man living with his artistic wife and contentious father-in-law struggles to handle his household and a foundering IT company.,15-11-2016,2016-11
s6383,movie,bruno and boots: go jump in the pool,vivieno caldinelli,"jonny gray, callan potter, peter keleghan, hannah vandenbygaart, kiana madeira, joshua kilimnik, drew haytaoglu, isiah lea, scott thompson, caroline rhea",CANADA,2017-06-24,2016,tv-pg,91 min,"Children & Family Movies, Comedies","To keep pal Boots from being sent to a rival school with better athletics, prankster Bruno leads an epic campaign to build a pool at Macdonald Hall.",24-06-2017,2017-06
s6384,movie,bruno and boots: the wizzle war,vivieno caldinelli,"jonny gray, callan potter, matt baram, caroline rhea, kiana madeira",CANADA,2017-07-01,2017,tv-pg,90 min,"Children & Family Movies, Comedies","Fed up with weird dress codes and wacky punishments, the students of neighboring schools face off against two recently hired oddball authoritarians.",01-07-2017,2017-07
s6385,movie,bruno and boots: this can't be happening at macdonald hall,vivieno caldinelli,"jonny gray, callan potter, peter keleghan, caroline rhea",CANADA,2017-06-24,2017,tv-pg,90 min,"Children & Family Movies, Comedies","The biggest troublemakers at Macdonald Hall are Bruno and Boots, who are caught and face an unthinkable punishment: separation into different dorms.",24-06-2017,2017-06
s6386,tv show,buddha,mike wiluan,"himanshu soni, kajal jain, sanket choukse, kabir bedi, sameer dharmadhikari, jagat singh, reshmi ghosh, siddharth vasudev, amit behl, hemant choudhary","INDONESIA, SINGAPORE",2018-04-01,2013,tv-pg,1 season,"International TV Shows, TV Dramas","In this historical drama series, young Prince Siddhartha undergoes an intense spiritual journey that eventually transforms him into the Buddha.",01-04-2018,2018-04
s6387,movie,buffalo boys,mike wiluan,"yoshua sudarso, ario bayu, pevita pearce, tio pakusadewo, reinout bussemaker, mikha tambayong, happy salma, alex abbad, zack lee","INDONESIA, SINGAPORE",2019-04-12,2018,tv-ma,103 min,"Action & Adventure, International Movies",Two Indonesian brothers learn the ways of the American cowboy before returning home to avenge the murder of their father.,12-04-2019,2019-04
s6388,movie,bugs,andreas johnsen,"mike c. nelson, jenni melear, david mccracken, napoleon ryan, dorothy lyman, richard riehle","NETHERLANDS, DENMARK, FRANCE, GERMANY",2018-02-20,2016,tv-g,73 min,"Documentaries, International Movies",A willing team of chefs and researchers goes on a gastronomic adventure around the globe to weigh the benefits of using bugs as a future food source.,20-02-2018,2018-02
s6389,movie,bullitt county,david mccracken,"mike c. nelson, jenni melear, david mccracken, napoleon ryan, dorothy lyman, richard riehle",UNITED STATES,2019-06-01,2018,tv-ma,98 min,"Independent Movies, Thrillers","When four college friends reunite for a bachelor party, their hunt for cash said to be hidden in Kentucky's backwoods leads to bloodshed and betrayal.",01-06-2019,2019-06
s6390,tv show,"bure kaam bura natija, kyun bhai chacha haan bhatija",steve antin,"cher, christina aguilera, alan cumming, eric dane, cam gigandet, julianne hough, peter gallagher, kristen bell, stanley tucci, dianna agron",UNITED STATES,2018-03-31,2017,tv-pg,1 season,Kids' TV,"A clever uncle-nephew duo solves mysteries, crimes and other problems for the citizens of a colorful town where something zany is always going down.",31-03-2018,2018-03
s6391,movie,burlesque,steve antin,"cher, christina aguilera, alan cumming, eric dane, cam gigandet, julianne hough, peter gallagher, kristen bell, stanley tucci, dianna agron",UNITED STATES,2019-12-16,2010,pg-13,119 min,"Dramas, Romantic Movies","After leaving Iowa with stars in her eyes, Ali arrives at a Los Angeles burlesque lounge with dreams of taking the stage with her soaring voice.",16-12-2019,2019-12
s6392,movie,burlesque: heart of the glitter tribe,jon manning,"yoo ah-in, steven yeun, jun jong-seo, kim soo-kyung, moon sung-keun, choi seung-ho",UNITED STATES,2017-06-01,2017,tv-ma,76 min,Documentaries,"This revealing documentary probes the onstage personas of Portland, Oregon, burlesque performers who practice wildly different art forms.",01-06-2017,2017-06
s6393,movie,burning,lee chang-dong,"yoo ah-in, steven yeun, jun jong-seo, kim soo-kyung, moon sung-keun, choi seung-ho","SOUTH KOREA, JAPAN",2019-04-29,2018,tv-ma,148 min,"Dramas, Independent Movies, International Movies",An aspiring writer goes to the airport to pick up a high school friend returning from a trip to Africa but is disheartened to see her with another man.,29-04-2019,2019-04
s6395,movie,bushwick,"cary murnion, jonathan milott","dave bautista, brittany snow, angelic zambrana, jeremie harris, myra lucretia taylor, arturo castro, christian navarro",UNITED STATES,2017-11-24,2017,tv-ma,94 min,"Action & Adventure, Independent Movies","When their diverse neighborhood is besieged by a mysterious militia, a grad student and an ex-Marine become an unlikely team in a battle for survival.",24-11-2017,2017-11
s6396,movie,butterfield 8,daniel mann,"elizabeth taylor, laurence harvey, eddie fisher, dina merrill, mildred dunnock, betty field, jeffrey lynn, susan oliver",UNITED STATES,2019-11-01,1960,tv-14,108 min,"Classic Movies, Dramas, Romantic Movies","Elizabeth Taylor won an Oscar as Gloria Wandrous, a stylish call girl who yearns to go straight, especially after she thinks she's found Mr. Right.",01-11-2019,2019-11
s6397,movie,cézanne et moi,daniele thompson,"guillaume canet, guillaume gallienne, alice pol, déborah françois, sabine azéma, freya mavor, isabelle candelier, laurent stocker","BELGIUM, FRANCE",2017-09-07,2016,r,114 min,"Dramas, Independent Movies, International Movies","This historical drama explores the long and often volatile friendship of painter Paul Cézanne and writer Émile Zola, who first met as schoolboys.",07-09-2017,2017-09
s6398,movie,cabin fever,travis zariwny,"gage golightly, matthew daddario, samuel davis, nadine crocker, dustin ingram, randy schulman",UNITED STATES,2019-06-06,2016,r,98 min,"Horror Movies, Thrillers","As a flesh-eating virus rips its way through a remote woodland cabin, the terrified teens vacationing inside wonder who'll fall victim next.",06-06-2019,2019-06
s6399,tv show,cabins in the wild with dick strawbridge,angga dwimas sasongko,"dick strawbridge, william hardie",UNITED KINGDOM,2018-09-15,2017,tv-pg,1 season,"British TV Shows, International TV Shows, Reality TV","Engineer Dick Strawbridge and craftsman Will Hardie tour eight unique cabins built for a pop-up hotel in Wales, and construct No. 9 on their own.",15-09-2018,2018-09
s6400,movie,cahaya dari timur beta maluku,angga dwimas sasongko,"chicco jerikho, abdurrahman arif, jajang c. noer, ridho hafiedz, leo maitimu, shafira umm, glenn fredly, aufa assagaf, burhanuddin ohorella, bebeto leutually",INDONESIA,2018-10-05,2014,tv-14,151 min,"Dramas, International Movies, Sports Movies","After witnessing a child’s death during a violent clash, a former soccer player launches a youth team to help local kids avoid further bloodshed.",05-10-2018,2018-10
s6401,movie,caida del cielo,néstor sánchez sotelo,"muriel santa ana, peto menahem, héctor díaz, sebastián wainraich, karina k., hernán jiménez, fabián forte, verónica intile",ARGENTINA,2017-01-20,2016,tv-ma,78 min,"Comedies, International Movies, Romantic Movies","When Julia literally falls into Alejandro's backyard from her apartment above, it's just the jolt that's needed to nudge these two loners together.",20-01-2017,2017-01
s6402,tv show,cain and abel,asim abbasi,"so ji-sub, shin hyun-joon, chae jung-an, han ji-min, kim hae-suk, you-mi ha, yong jang, kwon hae-hyo",SOUTH KOREA,2019-03-12,2009,tv-ma,1 season,"International TV Shows, Korean TV Shows, Romantic TV Shows",Gifted doctor Cho-in leads a charmed life while his older brother Seon-woo seethes with jealousy in this series inspired by Biblical characters.,12-03-2019,2019-03
s6403,movie,cake,asim abbasi,"aamina sheikh, sanam saeed, adnan malik, mohammad ahmad, beo rana zafar, faris khalid, hira hussain, mikaal zulfiqar","UNITED KINGDOM, PAKISTAN",2019-05-15,2018,tv-ma,125 min,"Comedies, Dramas, International Movies","When their aging father’s illness reunites two sisters under one roof, new tensions arise between them as old wounds and hidden secrets surface.",15-05-2019,2019-05
s6404,movie,calendar girls,madhur bhandarkar,"akanksha puri, avani modi, kyra dutt, ruhi singh, satarupa pyne, mita vashisht, keith sequeira, deepak wadhwa, indraneil sengupta, vikram sakhalkar",INDIA,2017-10-15,2015,tv-14,126 min,"Dramas, International Movies",Five calendar models try to navigate the twists and turns thrown in their path by the seductive and ruthless world of glamour.,15-10-2017,2017-10
s6405,tv show,calico critters,momoko kamiya,"georgie fuller, jessica hinds-mingo, mayumi kawai, sarah sumeray, alix macey, jenna sharpe",ITALY,2018-11-01,2018,tv-y,1 season,Kids' TV,The adorable residents of Sylvanian Village always have lots of fun with their friends and families!,01-11-2018,2018-11
s6406,movie,calico critters: a town of dreams,momoko kamiya,"rodrigo de la serna, sergio hernández, mercedes morán, muriel santa ana, alex brendemühl, maximilian dirr, andres gil, marco di tieri",ITALY,2018-11-01,2017,tv-y,11 min,Children & Family Movies,Freya heads into town with her mother for a very special occasion: a dress designed by her sister Stella is going to be in a fashion show!,01-11-2018,2018-11
s6407,movie,calico critters: the treasure of calico village,momoko kamiya,"rodrigo de la serna, sergio hernández, mercedes morán, muriel santa ana, alex brendemühl, maximilian dirr, andres gil, marco di tieri",ITALY,2018-11-01,2017,tv-y,22 min,Children & Family Movies,Freya and her friends inspire the mayor to put on a competition at the fete to pick the loveliest thing in Sylvanian Village.,01-11-2018,2018-11
s6408,tv show,call me francis,carlos bolado,"rodrigo de la serna, sergio hernández, mercedes morán, muriel santa ana, alex brendemühl, maximilian dirr, andres gil, marco di tieri",ITALY,2016-12-16,2016,tv-14,1 season,"International TV Shows, Spanish-Language TV Shows, TV Dramas","On his path to becoming Pope Francis, Father Jorge Bergoglio pursues his religious vocation in a country ravaged by a brutal military dictatorship.",16-12-2016,2016-12
s6409,tv show,camelia la texana,carlos bolado,"sara maldonado, erik hayser, andrés palacios, dagoberto gama, luis ernesto franco, arcelia ramírez, eréndira ibarra","MEXICO, UNITED STATES",2017-02-01,2014,tv-14,1 season,"Crime TV Shows, Romantic TV Shows, Spanish-Language TV Shows","Inspired by the famous song ""Contrabando y Traición,"" Camelia, a beautiful girl from San Antonio, kills her lover and becomes a legendary drug runner.",01-02-2017,2017-02
s6410,movie,camera store,scott marshall smith,"john larroquette, john rhys-davies, paul ben-victor, david james elliott, laura silverman, cheryl ladd, justin lieberman, maddie mccormick",UNITED STATES,2017-08-20,2016,tv-ma,104 min,"Comedies, Dramas","With the digital revolution just around the corner, the employees of Bibideaux camera store strive to stay relevant amid unstoppable change.",20-08-2017,2017-08
s6411,movie,camp cool kids,lisa arnold,"connor rosen, logan shroyer, michael gross, markie post, leigh-allyn baker, juliocesar chavez, tyree brown",UNITED STATES,2018-01-01,2017,tv-g,104 min,"Children & Family Movies, Comedies, Dramas","A young boy attends summer camp, where he overcomes his fears, stands up to bullies and learns important lessons about faith and life.",01-01-2018,2018-01
s6412,tv show,camp x,peter sattler,"kristen stewart, peyman moaadi, john carroll lynch, lane garrison, joseph julian soria, ser'darius blain, cory michael smith, julia duffy",CANADA,2019-02-01,2014,tv-ma,1 season,Docuseries,"Established during World War II, North America's first secret agent training school – known as Camp X – paved the way for present-day espionage.",01-02-2019,2019-02
s6413,movie,camp x-ray,peter sattler,"kristen stewart, peyman moaadi, john carroll lynch, lane garrison, joseph julian soria, ser'darius blain, cory michael smith, julia duffy",UNITED STATES,2017-01-14,2014,r,117 min,"Dramas, Independent Movies","Fresh Army recruit Amy Cole is assigned to Guantanamo Bay's Camp X-Ray, where she forms a surprising bond with one of the prisoners in her charge.",14-01-2017,2017-01
